"","method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"740","bt","glm",167,50,0.1,8,2,0.15,0.5,0,0,8,7,160,234,145,89
"741","bt","glm",167,100,0.1,8,2,0.15,0.5,0,0,8,5,162,317,165,152
"742","bt","glm",167,25,0.1,2,8,0.15,0.5,0,0,0,0,167,559,133,9
"743","bt","glm",167,50,0.1,2,8,0.15,0.5,0,0,3,2,165,861,159,38
"744","bt","glm",167,100,0.1,2,8,0.15,0.5,0,0,2,2,165,1282,167,136
"745","bt","glm",167,25,0.1,8,2,0.175,0.5,0,0,7,5,162,202,123,79
"746","bt","glm",167,50,0.1,8,2,0.175,0.5,0,0,12,11,156,295,158,137
"747","bt","glm",167,100,0.1,8,2,0.175,0.5,0,0,6,4,163,334,167,167
"748","bt","glm",167,25,0.1,2,8,0.175,0.5,0,0,0,0,167,714,149,23
"749","bt","glm",167,50,0.1,2,8,0.175,0.5,0,0,1,1,166,1177,167,101
"750","bt","glm",167,100,0.1,2,8,0.175,0.5,0,0,0,0,167,1331,167,163
"751","bt","glm",167,25,0.1,8,2,0.2,0.5,0,0,8,6,161,255,147,108
"752","bt","glm",167,50,0.1,8,2,0.2,0.5,0,0,3,3,164,329,167,162
"753","bt","glm",167,100,0.1,8,2,0.2,0.5,0,0,6,4,163,334,167,167
"754","bt","glm",167,25,0.1,2,8,0.2,0.5,0,0,0,0,167,991,167,48
"755","bt","glm",167,50,0.1,2,8,0.2,0.5,0,0,3,3,164,1283,167,136
"756","bt","glm",167,100,0.1,2,8,0.2,0.5,0,0,3,3,164,1336,167,167
"757","bt","glm",167,25,0.1,8,2,0.001,0.9,0,0,7,2,165,3,2,1
"758","bt","glm",167,50,0.1,8,2,0.001,0.9,0,0,18,6,161,3,2,1
"759","bt","glm",167,100,0.1,8,2,0.001,0.9,0,0,18,5,162,6,4,2
"760","bt","glm",167,25,0.1,2,8,0.001,0.9,0,0,4,3,164,12,6,0
"761","bt","glm",167,50,0.1,2,8,0.001,0.9,0,0,2,2,165,31,9,1
"762","bt","glm",167,100,0.1,2,8,0.001,0.9,0,0,2,1,166,21,7,0
"763","bt","glm",167,25,0.1,8,2,0.025,0.9,0,0,12,5,162,5,5,0
"764","bt","glm",167,50,0.1,8,2,0.025,0.9,0,0,31,9,158,9,7,2
"765","bt","glm",167,100,0.1,8,2,0.025,0.9,0,0,10,3,164,15,13,2
"766","bt","glm",167,25,0.1,2,8,0.025,0.9,0,0,3,2,165,19,6,0
"767","bt","glm",167,50,0.1,2,8,0.025,0.9,0,0,6,5,162,34,12,1
"768","bt","glm",167,100,0.1,2,8,0.025,0.9,0,0,3,2,165,48,15,1
"769","bt","glm",167,25,0.1,8,2,0.05,0.9,0,0,47,8,159,16,12,4
"770","bt","glm",167,50,0.1,8,2,0.05,0.9,0,0,19,6,161,18,12,6
"771","bt","glm",167,100,0.1,8,2,0.05,0.9,0,0,19,5,162,35,23,12
"772","bt","glm",167,25,0.1,2,8,0.05,0.9,0,0,0,0,167,67,16,5
"773","bt","glm",167,50,0.1,2,8,0.05,0.9,0,0,5,3,164,62,22,3
"774","bt","glm",167,100,0.1,2,8,0.05,0.9,0,0,2,2,165,206,45,12
"775","bt","glm",167,25,0.1,8,2,0.075,0.9,0,0,3,2,165,26,17,9
"776","bt","glm",167,50,0.1,8,2,0.075,0.9,0,0,9,4,163,64,41,23
"777","bt","glm",167,100,0.1,8,2,0.075,0.9,0,0,18,6,161,76,47,29
"778","bt","glm",167,25,0.1,2,8,0.075,0.9,0,0,6,4,163,109,28,5
"779","bt","glm",167,50,0.1,2,8,0.075,0.9,0,0,4,4,163,247,50,15
"780","bt","glm",167,100,0.1,2,8,0.075,0.9,0,0,3,3,164,368,81,18
"781","bt","glm",167,25,0.1,8,2,0.1,0.9,0,0,15,3,164,65,38,27
"782","bt","glm",167,50,0.1,8,2,0.1,0.9,0,0,13,4,163,122,74,48
"783","bt","glm",167,100,0.1,8,2,0.1,0.9,0,0,25,9,158,196,112,84
"784","bt","glm",167,25,0.1,2,8,0.1,0.9,0,0,7,4,163,225,42,14
"785","bt","glm",167,50,0.1,2,8,0.1,0.9,0,0,6,6,161,515,95,32
"786","bt","glm",167,100,0.1,2,8,0.1,0.9,0,0,4,3,164,802,125,71
"787","bt","glm",167,25,0.1,8,2,0.125,0.9,0,0,13,5,162,97,58,39
"788","bt","glm",167,50,0.1,8,2,0.125,0.9,0,0,3,2,165,166,92,74
"789","bt","glm",167,100,0.1,8,2,0.125,0.9,0,0,6,4,163,288,149,139
"790","bt","glm",167,25,0.1,2,8,0.125,0.9,0,0,0,0,167,351,69,22
"791","bt","glm",167,50,0.1,2,8,0.125,0.9,0,0,1,1,166,712,113,60
"792","bt","glm",167,100,0.1,2,8,0.125,0.9,0,0,6,4,163,1184,161,126
"793","bt","glm",167,25,0.1,8,2,0.15,0.9,0,0,15,6,161,149,87,62
"794","bt","glm",167,50,0.1,8,2,0.15,0.9,0,0,22,9,158,251,136,115
"795","bt","glm",167,100,0.1,8,2,0.15,0.9,0,0,17,7,160,321,162,159
"796","bt","glm",167,25,0.1,2,8,0.15,0.9,0,0,6,4,163,589,104,44
"797","bt","glm",167,50,0.1,2,8,0.15,0.9,0,0,2,1,166,1006,145,100
"798","bt","glm",167,100,0.1,2,8,0.15,0.9,0,0,5,3,164,1298,166,157
"799","bt","glm",167,25,0.1,8,2,0.175,0.9,0,0,6,5,162,223,122,101
"800","bt","glm",167,50,0.1,8,2,0.175,0.9,0,0,23,6,161,316,162,154
"801","bt","glm",167,100,0.1,8,2,0.175,0.9,0,0,21,4,163,333,167,166
"802","bt","glm",167,25,0.1,2,8,0.175,0.9,0,0,4,2,165,916,138,75
"803","bt","glm",167,50,0.1,2,8,0.175,0.9,0,0,2,1,166,1246,163,140
"804","bt","glm",167,100,0.1,2,8,0.175,0.9,0,0,5,4,163,1334,167,165
"805","bt","glm",167,25,0.1,8,2,0.2,0.9,0,0,15,4,163,285,149,136
"806","bt","glm",167,50,0.1,8,2,0.2,0.9,0,0,27,8,159,324,164,160
"807","bt","glm",167,100,0.1,8,2,0.2,0.9,0,0,17,12,155,334,167,167
"808","bt","glm",167,25,0.1,2,8,0.2,0.9,0,0,4,2,165,1115,155,118
"809","bt","glm",167,50,0.1,2,8,0.2,0.9,0,0,2,1,166,1302,165,158
"810","bt","glm",167,100,0.1,2,8,0.2,0.9,0,0,3,3,164,1336,167,167
"811","bt","glm",167,25,0.1,8,2,0.001,0,0,0,9,9,158,2,2,0
"812","bt","glm",167,50,0.1,8,2,0.001,0,0,0,7,6,161,4,4,0
"813","bt","glm",167,100,0.1,8,2,0.001,0,0,0,6,6,161,2,2,0
"814","bt","glm",167,25,0.1,2,8,0.001,0,0,0,4,4,163,6,6,0
"815","bt","glm",167,50,0.1,2,8,0.001,0,0,0,3,3,164,10,10,0
"816","bt","glm",167,100,0.1,2,8,0.001,0,0,0,1,1,166,10,10,0
"817","bt","glm",167,25,0.1,8,2,0.025,0,0,0,9,9,158,1,1,0
"818","bt","glm",167,50,0.1,8,2,0.025,0,0,0,10,10,157,7,7,0
"819","bt","glm",167,100,0.1,8,2,0.025,0,0,0,9,9,158,5,5,0
"820","bt","glm",167,25,0.1,2,8,0.025,0,0,0,2,2,165,18,18,0
"821","bt","glm",167,50,0.1,2,8,0.025,0,0,0,1,1,166,12,11,0
"822","bt","glm",167,100,0.1,2,8,0.025,0,0,0,1,1,166,30,30,0
"823","bt","glm",167,25,0.1,8,2,0.05,0,0,0,9,9,158,9,9,0
"824","bt","glm",167,50,0.1,8,2,0.05,0,0,0,5,5,162,13,13,0
"825","bt","glm",167,100,0.1,8,2,0.05,0,0,0,5,5,162,20,19,1
"826","bt","glm",167,25,0.1,2,8,0.05,0,0,0,1,1,166,44,38,0
"827","bt","glm",167,50,0.1,2,8,0.05,0,0,0,1,1,166,49,46,0
"828","bt","glm",167,100,0.1,2,8,0.05,0,0,0,3,3,164,80,66,0
"829","bt","glm",167,25,0.1,8,2,0.075,0,0,0,5,5,162,22,21,1
"830","bt","glm",167,50,0.1,8,2,0.075,0,0,0,7,7,160,40,39,1
"831","bt","glm",167,100,0.1,8,2,0.075,0,0,0,13,13,154,70,64,6
"832","bt","glm",167,25,0.1,2,8,0.075,0,0,0,1,1,166,74,60,0
"833","bt","glm",167,50,0.1,2,8,0.075,0,0,0,7,7,160,136,103,0
"834","bt","glm",167,100,0.1,2,8,0.075,0,0,0,0,0,167,296,146,0
"835","bt","glm",167,25,0.1,8,2,0.1,0,0,0,7,7,160,51,47,4
"836","bt","glm",167,50,0.1,8,2,0.1,0,0,0,5,5,162,77,67,10
"837","bt","glm",167,100,0.1,8,2,0.1,0,0,0,4,4,163,171,125,46
"838","bt","glm",167,25,0.1,2,8,0.1,0,0,0,3,3,164,134,96,0
"839","bt","glm",167,50,0.1,2,8,0.1,0,0,0,0,0,167,306,147,0
"840","bt","glm",167,100,0.1,2,8,0.1,0,0,0,1,1,166,681,167,4
"841","bt","glm",167,25,0.1,8,2,0.125,0,0,0,4,4,163,76,69,7
"842","bt","glm",167,50,0.1,8,2,0.125,0,0,0,5,4,163,145,111,34
"843","bt","glm",167,100,0.1,8,2,0.125,0,0,0,11,11,156,256,158,98
"844","bt","glm",167,25,0.1,2,8,0.125,0,0,0,1,1,166,255,139,0
"845","bt","glm",167,50,0.1,2,8,0.125,0,0,0,1,1,166,611,164,0
"846","bt","glm",167,100,0.1,2,8,0.125,0,0,0,0,0,167,1096,167,27
"847","bt","glm",167,25,0.1,8,2,0.15,0,0,0,4,4,163,131,102,29
"848","bt","glm",167,50,0.1,8,2,0.15,0,0,0,9,9,158,228,147,81
"849","bt","glm",167,100,0.1,8,2,0.15,0,0,0,6,5,162,321,167,154
"850","bt","glm",167,25,0.1,2,8,0.15,0,0,0,1,1,166,449,162,0
"851","bt","glm",167,50,0.1,2,8,0.15,0,0,0,1,1,166,892,167,9
"852","bt","glm",167,100,0.1,2,8,0.15,0,0,0,1,1,166,1276,167,121
"853","bt","glm",167,25,0.1,8,2,0.175,0,0,0,3,3,164,205,140,65
"854","bt","glm",167,50,0.1,8,2,0.175,0,0,0,6,6,161,285,164,121
"855","bt","glm",167,100,0.1,8,2,0.175,0,0,0,3,3,164,334,167,167
"856","bt","glm",167,25,0.1,2,8,0.175,0,0,0,1,1,166,687,167,0
"857","bt","glm",167,50,0.1,2,8,0.175,0,0,0,1,1,166,1145,167,49
"858","bt","glm",167,100,0.1,2,8,0.175,0,0,0,1,1,166,1332,167,163
"859","bt","glm",167,25,0.1,8,2,0.2,0,0,0,5,5,162,250,158,92
"860","bt","glm",167,50,0.1,8,2,0.2,0,0,0,8,8,159,326,167,159
"861","bt","glm",167,100,0.1,8,2,0.2,0,0,0,7,7,160,334,167,167
"862","bt","glm",167,25,0.1,2,8,0.2,0,0,0,0,0,167,918,167,12
"863","bt","glm",167,50,0.1,2,8,0.2,0,0,0,2,2,165,1298,167,133
"864","bt","glm",167,100,0.1,2,8,0.2,0,0,0,0,0,167,1336,167,167
"865","bt","glm",167,25,0.1,8,2,0.001,0.5,0,0,8,6,161,1,1,0
"866","bt","glm",167,50,0.1,8,2,0.001,0.5,0,0,8,8,159,4,4,0
"867","bt","glm",167,100,0.1,8,2,0.001,0.5,0,0,4,4,163,2,2,0
"868","bt","glm",167,25,0.1,2,8,0.001,0.5,0,0,2,1,166,8,6,0
"869","bt","glm",167,50,0.1,2,8,0.001,0.5,0,0,2,2,165,7,7,0
"870","bt","glm",167,100,0.1,2,8,0.001,0.5,0,0,3,3,164,7,7,0
"871","bt","glm",167,25,0.1,8,2,0.025,0.5,0,0,10,8,159,5,5,0
"872","bt","glm",167,50,0.1,8,2,0.025,0.5,0,0,8,5,162,7,7,0
"873","bt","glm",167,100,0.1,8,2,0.025,0.5,0,0,11,9,158,13,12,1
"874","bt","glm",167,25,0.1,2,8,0.025,0.5,0,0,1,1,166,18,10,0
"875","bt","glm",167,50,0.1,2,8,0.025,0.5,0,0,1,1,166,23,21,0
"876","bt","glm",167,100,0.1,2,8,0.025,0.5,0,0,1,1,166,29,19,0
"877","bt","glm",167,25,0.1,8,2,0.05,0.5,0,0,12,11,156,17,17,0
"878","bt","glm",167,50,0.1,8,2,0.05,0.5,0,0,6,5,162,23,21,2
"879","bt","glm",167,100,0.1,8,2,0.05,0.5,0,0,6,6,161,31,25,6
"880","bt","glm",167,25,0.1,2,8,0.05,0.5,0,0,0,0,167,40,20,0
"881","bt","glm",167,50,0.1,2,8,0.05,0.5,0,0,5,5,162,58,33,0
"882","bt","glm",167,100,0.1,2,8,0.05,0.5,0,0,1,1,166,94,49,0
"883","bt","glm",167,25,0.1,8,2,0.075,0.5,0,0,9,7,160,19,17,2
"884","bt","glm",167,50,0.1,8,2,0.075,0.5,0,0,6,5,162,51,42,9
"885","bt","glm",167,100,0.1,8,2,0.075,0.5,0,0,5,5,162,87,67,20
"886","bt","glm",167,25,0.1,2,8,0.075,0.5,0,0,0,0,167,87,39,0
"887","bt","glm",167,50,0.1,2,8,0.075,0.5,0,0,2,2,165,128,56,0
"888","bt","glm",167,100,0.1,2,8,0.075,0.5,0,0,1,1,166,378,112,3
"889","bt","glm",167,25,0.1,8,2,0.1,0.5,0,0,10,8,159,51,42,9
"890","bt","glm",167,50,0.1,8,2,0.1,0.5,0,0,4,3,164,98,74,24
"891","bt","glm",167,100,0.1,8,2,0.1,0.5,0,0,9,8,159,208,127,81
"892","bt","glm",167,25,0.1,2,8,0.1,0.5,0,0,2,2,165,223,79,1
"893","bt","glm",167,50,0.1,2,8,0.1,0.5,0,0,1,1,166,332,101,4
"894","bt","glm",167,100,0.1,2,8,0.1,0.5,0,0,0,0,167,696,154,21
"895","bt","glm",167,25,0.1,8,2,0.125,0.5,0,0,6,5,162,86,68,18
"896","bt","glm",167,50,0.1,8,2,0.125,0.5,0,0,6,5,162,171,110,61
"897","bt","glm",167,100,0.1,8,2,0.125,0.5,0,0,10,7,160,284,156,128
"898","bt","glm",167,25,0.1,2,8,0.125,0.5,0,0,4,3,164,304,106,2
"899","bt","glm",167,50,0.1,2,8,0.125,0.5,0,0,0,0,167,562,142,9
"900","bt","glm",167,100,0.1,2,8,0.125,0.5,0,0,3,2,165,1121,166,79
"901","bt","glm",167,25,0.1,8,2,0.15,0.5,0,0,6,6,161,143,96,47
"902","bt","glm",167,50,0.1,8,2,0.15,0.5,0,0,3,3,164,238,143,95
"903","bt","glm",167,100,0.1,8,2,0.15,0.5,0,0,10,8,159,320,165,155
"904","bt","glm",167,25,0.1,2,8,0.15,0.5,0,0,0,0,167,465,122,9
"905","bt","glm",167,50,0.1,2,8,0.15,0.5,0,0,4,3,164,880,161,35
"906","bt","glm",167,100,0.1,2,8,0.15,0.5,0,0,3,3,164,1297,167,142
"907","bt","glm",167,25,0.1,8,2,0.175,0.5,0,0,3,3,164,197,127,70
"908","bt","glm",167,50,0.1,8,2,0.175,0.5,0,0,6,6,161,303,164,139
"909","bt","glm",167,100,0.1,8,2,0.175,0.5,0,0,12,5,162,333,167,166
"910","bt","glm",167,25,0.1,2,8,0.175,0.5,0,0,0,0,167,763,150,25
"911","bt","glm",167,50,0.1,2,8,0.175,0.5,0,0,2,2,165,1194,167,98
"912","bt","glm",167,100,0.1,2,8,0.175,0.5,0,0,1,1,166,1328,167,160
"913","bt","glm",167,25,0.1,8,2,0.2,0.5,0,0,9,5,162,257,148,109
"914","bt","glm",167,50,0.1,8,2,0.2,0.5,0,0,11,8,159,322,164,158
"915","bt","glm",167,100,0.1,8,2,0.2,0.5,0,0,10,8,159,334,167,167
"916","bt","glm",167,25,0.1,2,8,0.2,0.5,0,0,1,1,166,971,162,54
"917","bt","glm",167,50,0.1,2,8,0.2,0.5,0,0,1,1,166,1303,167,145
"918","bt","glm",167,100,0.1,2,8,0.2,0.5,0,0,0,0,167,1335,167,166
"919","bt","glm",167,25,0.1,8,2,0.001,0.9,0,0,3,2,165,10,6,4
"920","bt","glm",167,50,0.1,8,2,0.001,0.9,0,0,23,7,160,2,2,0
"921","bt","glm",167,100,0.1,8,2,0.001,0.9,0,0,6,2,165,4,3,1
"922","bt","glm",167,25,0.1,2,8,0.001,0.9,0,0,3,2,165,18,6,0
"923","bt","glm",167,50,0.1,2,8,0.001,0.9,0,0,5,4,163,32,12,0
"924","bt","glm",167,100,0.1,2,8,0.001,0.9,0,0,7,4,163,17,7,0
"925","bt","glm",167,25,0.1,8,2,0.025,0.9,0,0,19,5,162,15,9,6
"926","bt","glm",167,50,0.1,8,2,0.025,0.9,0,0,10,5,162,5,4,1
"927","bt","glm",167,100,0.1,8,2,0.025,0.9,0,0,24,7,160,10,6,4
"928","bt","glm",167,25,0.1,2,8,0.025,0.9,0,0,8,5,162,29,10,1
"929","bt","glm",167,50,0.1,2,8,0.025,0.9,0,0,5,3,164,26,10,0
"930","bt","glm",167,100,0.1,2,8,0.025,0.9,0,0,4,2,165,40,11,1
"931","bt","glm",167,25,0.1,8,2,0.05,0.9,0,0,4,3,164,14,9,5
"932","bt","glm",167,50,0.1,8,2,0.05,0.9,0,0,4,4,163,24,17,7
"933","bt","glm",167,100,0.1,8,2,0.05,0.9,0,0,12,3,164,37,25,12
"934","bt","glm",167,25,0.1,2,8,0.05,0.9,0,0,5,4,163,65,18,2
"935","bt","glm",167,50,0.1,2,8,0.05,0.9,0,0,1,1,166,62,18,2
"936","bt","glm",167,100,0.1,2,8,0.05,0.9,0,0,4,3,164,154,38,10
"937","bt","glm",167,25,0.1,8,2,0.075,0.9,0,0,13,3,164,28,19,9
"938","bt","glm",167,50,0.1,8,2,0.075,0.9,0,0,19,6,161,46,28,18
"939","bt","glm",167,100,0.1,8,2,0.075,0.9,0,0,13,4,163,118,72,46
"940","bt","glm",167,25,0.1,2,8,0.075,0.9,0,0,3,3,164,131,33,5
"941","bt","glm",167,50,0.1,2,8,0.075,0.9,0,0,10,6,161,185,48,8
"942","bt","glm",167,100,0.1,2,8,0.075,0.9,0,0,3,2,165,452,90,28
"943","bt","glm",167,25,0.1,8,2,0.1,0.9,0,0,34,9,158,61,38,23
"944","bt","glm",167,50,0.1,8,2,0.1,0.9,0,0,33,8,159,114,66,48
"945","bt","glm",167,100,0.1,8,2,0.1,0.9,0,0,3,2,165,223,123,100
"946","bt","glm",167,25,0.1,2,8,0.1,0.9,0,0,5,3,164,249,56,13
"947","bt","glm",167,50,0.1,2,8,0.1,0.9,0,0,3,2,165,447,83,35
"948","bt","glm",167,100,0.1,2,8,0.1,0.9,0,0,1,1,166,897,136,81
"949","bt","glm",167,25,0.1,8,2,0.125,0.9,0,0,8,3,164,93,58,35
"950","bt","glm",167,50,0.1,8,2,0.125,0.9,0,0,2,2,165,149,83,66
"951","bt","glm",167,100,0.1,8,2,0.125,0.9,0,0,12,6,161,303,157,146
"952","bt","glm",167,25,0.1,2,8,0.125,0.9,0,0,4,4,163,430,78,25
"953","bt","glm",167,50,0.1,2,8,0.125,0.9,0,0,7,4,163,756,122,62
"954","bt","glm",167,100,0.1,2,8,0.125,0.9,0,0,2,1,166,1145,158,128
"955","bt","glm",167,25,0.1,8,2,0.15,0.9,0,0,8,4,163,171,97,74
"956","bt","glm",167,50,0.1,8,2,0.15,0.9,0,0,1,1,166,250,134,116
"957","bt","glm",167,100,0.1,8,2,0.15,0.9,0,0,12,5,162,322,163,159
"958","bt","glm",167,25,0.1,2,8,0.15,0.9,0,0,3,3,164,662,113,46
"959","bt","glm",167,50,0.1,2,8,0.15,0.9,0,0,4,3,164,1015,149,102
"960","bt","glm",167,100,0.1,2,8,0.15,0.9,0,0,4,4,163,1312,166,161
"961","bt","glm",167,25,0.1,8,2,0.175,0.9,0,0,21,4,163,238,129,109
"962","bt","glm",167,50,0.1,8,2,0.175,0.9,0,0,8,5,162,305,159,146
"963","bt","glm",167,100,0.1,8,2,0.175,0.9,0,0,22,5,162,334,167,167
"964","bt","glm",167,25,0.1,2,8,0.175,0.9,0,0,0,0,167,911,137,87
"965","bt","glm",167,50,0.1,2,8,0.175,0.9,0,0,2,2,165,1261,164,144
"966","bt","glm",167,100,0.1,2,8,0.175,0.9,0,0,6,4,163,1336,167,167
"967","bt","glm",167,25,0.1,8,2,0.2,0.9,0,0,17,6,161,280,146,134
"968","bt","glm",167,50,0.1,8,2,0.2,0.9,0,0,15,6,161,331,167,164
"969","bt","glm",167,100,0.1,8,2,0.2,0.9,0,0,13,8,159,334,167,167
"970","bt","glm",167,25,0.1,2,8,0.2,0.9,0,0,4,3,164,1055,147,116
"971","bt","glm",167,50,0.1,2,8,0.2,0.9,0,0,2,2,165,1308,166,158
"972","bt","glm",167,100,0.1,2,8,0.2,0.9,0,0,2,2,165,1336,167,167
"973","bt","glm",167,25,0.1,8,2,0.001,0,0,0,5,5,162,2,2,0
"974","bt","glm",167,50,0.1,8,2,0.001,0,0,0,8,8,159,2,2,0
"975","bt","glm",167,100,0.1,8,2,0.001,0,0,0,3,3,164,2,2,0
"976","bt","glm",167,25,0.1,2,8,0.001,0,0,0,1,1,166,8,8,0
"977","bt","glm",167,50,0.1,2,8,0.001,0,0,0,1,1,166,11,11,0
"978","bt","glm",167,100,0.1,2,8,0.001,0,0,0,1,1,166,14,13,0
"979","bt","glm",167,25,0.1,8,2,0.025,0,0,0,9,9,158,2,2,0
"980","bt","glm",167,50,0.1,8,2,0.025,0,0,0,6,6,161,6,6,0
"981","bt","glm",167,100,0.1,8,2,0.025,0,0,0,7,7,160,4,4,0
"982","bt","glm",167,25,0.1,2,8,0.025,0,0,0,1,1,166,14,14,0
"983","bt","glm",167,50,0.1,2,8,0.025,0,0,0,2,2,165,21,20,0
"984","bt","glm",167,100,0.1,2,8,0.025,0,0,0,2,2,165,24,22,0
"985","bt","glm",167,25,0.1,8,2,0.05,0,0,0,8,8,159,5,5,0
"986","bt","glm",167,50,0.1,8,2,0.05,0,0,0,6,6,161,13,13,0
"987","bt","glm",167,100,0.1,8,2,0.05,0,0,0,8,7,160,23,23,0
"988","bt","glm",167,25,0.1,2,8,0.05,0,0,0,3,3,164,44,39,0
"989","bt","glm",167,50,0.1,2,8,0.05,0,0,0,2,2,165,44,37,0
"990","bt","glm",167,100,0.1,2,8,0.05,0,0,0,2,2,165,106,80,0
"991","bt","glm",167,25,0.1,8,2,0.075,0,0,0,12,12,155,20,20,0
"992","bt","glm",167,50,0.1,8,2,0.075,0,0,0,6,6,161,44,43,1
"993","bt","glm",167,100,0.1,8,2,0.075,0,0,0,8,8,159,77,69,8
"994","bt","glm",167,25,0.1,2,8,0.075,0,0,0,1,1,166,78,62,0
"995","bt","glm",167,50,0.1,2,8,0.075,0,0,0,1,1,166,140,101,0
"996","bt","glm",167,100,0.1,2,8,0.075,0,0,0,2,2,165,277,136,0
"997","bt","glm",167,25,0.1,8,2,0.1,0,0,0,7,7,160,50,45,5
"998","bt","glm",167,50,0.1,8,2,0.1,0,0,0,8,8,159,90,78,12
"999","bt","glm",167,100,0.1,8,2,0.1,0,0,0,4,4,163,170,127,43
"1000","bt","glm",167,25,0.1,2,8,0.1,0,0,0,1,1,166,151,100,0
"1001","bt","glm",167,50,0.1,2,8,0.1,0,0,0,2,2,165,294,147,0
"1002","bt","glm",167,100,0.1,2,8,0.1,0,0,0,0,0,167,681,167,0
"1003","bt","glm",167,25,0.1,8,2,0.125,0,0,0,6,6,161,88,71,17
"1004","bt","glm",167,50,0.1,8,2,0.125,0,0,0,11,10,157,151,119,32
"1005","bt","glm",167,100,0.1,8,2,0.125,0,0,0,6,6,161,270,162,108
"1006","bt","glm",167,25,0.1,2,8,0.125,0,0,0,0,0,167,282,141,0
"1007","bt","glm",167,50,0.1,2,8,0.125,0,0,0,3,3,164,582,166,1
"1008","bt","glm",167,100,0.1,2,8,0.125,0,0,0,1,1,166,1075,167,28
"1009","bt","glm",167,25,0.1,8,2,0.15,0,0,0,3,3,164,119,96,23
"1010","bt","glm",167,50,0.1,8,2,0.15,0,0,0,15,15,152,242,152,90
"1011","bt","glm",167,100,0.1,8,2,0.15,0,0,0,7,7,160,322,167,155
"1012","bt","glm",167,25,0.1,2,8,0.15,0,0,0,0,0,167,461,164,0
"1013","bt","glm",167,50,0.1,2,8,0.15,0,0,0,0,0,167,890,167,8
"1014","bt","glm",167,100,0.1,2,8,0.15,0,0,0,0,0,167,1281,167,121
"1015","bt","glm",167,25,0.1,8,2,0.175,0,0,0,6,6,161,193,142,51
"1016","bt","glm",167,50,0.1,8,2,0.175,0,0,0,11,11,156,296,166,130
"1017","bt","glm",167,100,0.1,8,2,0.175,0,0,0,4,4,163,334,167,167
"1018","bt","glm",167,25,0.1,2,8,0.175,0,0,0,0,0,167,675,166,1
"1019","bt","glm",167,50,0.1,2,8,0.175,0,0,0,1,1,166,1161,167,55
"1020","bt","glm",167,100,0.1,2,8,0.175,0,0,0,2,2,165,1331,167,162
"1021","bt","glm",167,25,0.1,8,2,0.2,0,0,0,3,3,164,234,154,80
"1022","bt","glm",167,50,0.1,8,2,0.2,0,0,0,6,6,161,327,167,160
"1023","bt","glm",167,100,0.1,8,2,0.2,0,0,0,9,9,158,334,167,167
"1024","bt","glm",167,25,0.1,2,8,0.2,0,0,0,1,1,166,929,167,10
"1025","bt","glm",167,50,0.1,2,8,0.2,0,0,0,2,2,165,1292,167,128
"1026","bt","glm",167,100,0.1,2,8,0.2,0,0,0,1,1,166,1336,167,167
"1027","bt","glm",167,25,0.1,8,2,0.001,0.5,0,0,7,4,163,2,2,0
"1028","bt","glm",167,50,0.1,8,2,0.001,0.5,0,0,11,9,158,2,2,0
"1029","bt","glm",167,100,0.1,8,2,0.001,0.5,0,0,9,9,158,3,3,0
"1030","bt","glm",167,25,0.1,2,8,0.001,0.5,0,0,2,2,165,8,6,0
"1031","bt","glm",167,50,0.1,2,8,0.001,0.5,0,0,0,0,167,10,6,0
"1032","bt","glm",167,100,0.1,2,8,0.001,0.5,0,0,1,1,166,7,6,0
"1033","bt","glm",167,25,0.1,8,2,0.025,0.5,0,0,5,5,162,3,3,0
"1034","bt","glm",167,50,0.1,8,2,0.025,0.5,0,0,5,5,162,6,6,0
"1035","bt","glm",167,100,0.1,8,2,0.025,0.5,0,0,2,2,165,7,7,0
"1036","bt","glm",167,25,0.1,2,8,0.025,0.5,0,0,2,2,165,19,13,0
"1037","bt","glm",167,50,0.1,2,8,0.025,0.5,0,0,3,2,165,35,22,0
"1038","bt","glm",167,100,0.1,2,8,0.025,0.5,0,0,3,2,165,23,16,0
"1039","bt","glm",167,25,0.1,8,2,0.05,0.5,0,0,10,6,161,13,11,2
"1040","bt","glm",167,50,0.1,8,2,0.05,0.5,0,0,9,8,159,17,17,0
"1041","bt","glm",167,100,0.1,8,2,0.05,0.5,0,0,6,5,162,29,25,4
"1042","bt","glm",167,25,0.1,2,8,0.05,0.5,0,0,1,1,166,41,26,0
"1043","bt","glm",167,50,0.1,2,8,0.05,0.5,0,0,3,3,164,78,36,0
"1044","bt","glm",167,100,0.1,2,8,0.05,0.5,0,0,5,5,162,82,47,0
"1045","bt","glm",167,25,0.1,8,2,0.075,0.5,0,0,7,6,161,27,23,4
"1046","bt","glm",167,50,0.1,8,2,0.075,0.5,0,0,6,4,163,42,35,7
"1047","bt","glm",167,100,0.1,8,2,0.075,0.5,0,0,3,2,165,86,69,17
"1048","bt","glm",167,25,0.1,2,8,0.075,0.5,0,0,2,2,165,74,38,0
"1049","bt","glm",167,50,0.1,2,8,0.075,0.5,0,0,1,1,166,184,81,2
"1050","bt","glm",167,100,0.1,2,8,0.075,0.5,0,0,4,4,163,354,110,4
"1051","bt","glm",167,25,0.1,8,2,0.1,0.5,0,0,14,13,154,57,46,11
